,commit_id,owner,repo,source,CVE_ID,CWE_ID,category
82,853e3f4c5f49e51c904dab0d25eda82a92f1341f,mjg59,linux,wild,NA,NA,non-security
83,d4ac6657c5ff8b3a29cdf236ab787558aab8fbb1,karelzak,util-linux,wild,NA,NA,non-security
84,61e22fff6475448b8e9d3e45f0bab40bae761c96,torvalds,linux,wild,NA,NA,non-security
85,1df49e0472f7577764b8472a99ee793825a1886a,qemu,qemu,wild,NA,NA,non-security
86,076141a137c411d970e4c9e0d725d91eac44e27c,libgit2,libgit2,wild,NA,NA,non-security
87,9d343d7694056a5e199af251bfc7e5da75bd2722,php,php-src,wild,NA,NA,non-security
88,205df4d1a87cbb14a50655fb2c0a987467fb29d6,bonzini,qemu,wild,NA,NA,non-security
89,e80b002bfd38263117da93feb4f67f5cf7d9221b,torvalds,linux,wild,NA,NA,non-security
90,0b741f7972895044dcfc661a1724f7c872a9d586,silnrsi,graphite,wild,NA,NA,non-security
91,ddf1ec443b51a136ec4dd78415e986017b3f73dd,fatcerberus,minisphere,wild,NA,NA,non-security
92,66b0ab8fac1031ffc70eb77491048339f2717a54,mjg59,linux,wild,NA,NA,non-security
93,4cfb04a9d3d6865d932d02616b27b89d3a634026,stoth68000,media-tree,wild,NA,NA,non-security
94,e780d83fd0e9488113a0715ee38d81f41e0d2197,qbittorrent,qBittorrent,wild,NA,NA,non-security
95,e6273993dbcb8d805dd868e2128c3503a3bb1964,mjg59,linux,wild,NA,NA,non-security
96,8ed179c937830143dc0e03daac30a55272ed89e3,qemu,qemu,wild,NA,NA,non-security
97,571370c1555d2aa697733479a50957aff024bbcb,keszybz,systemd,wild,NA,NA,non-security
98,8eb5a4b856057e4188869e2064974d2ddae06555,php,php-src,wild,NA,NA,non-security
99,f62cde49f9f02d6c205ab310b8fd4a29ddc49329,stoth68000,media-tree,wild,NA,NA,non-security
100,c0b3d42372dbe67c6ef096372869e2b60d4a1cdc,antirez,redis,wild,NA,NA,non-security
101,b5348671d5c7b6f929e2bd4e02697f1c4187c2ab,mumble-voip,mumble,wild,NA,NA,non-security
102,75f64dd54a185150ebfc45e99351c890d4a2252f,stoth68000,media-tree,wild,NA,NA,non-security
103,ce011388e1e7afa16b8051cdb870ebd9064017d5,karelzak,util-linux,wild,NA,NA,non-security
104,7386f0e9c756ff443937f6060c2326bf5ca946ea,ceph,ceph,wild,NA,NA,non-security
105,736faf473011dffd0fc0905c1d5e7859fa04c5aa,MariaDB,server,wild,NA,NA,non-security
106,baf70211280c8ca7148d21bea7ea174a0d48b7ee,stoth68000,media-tree,wild,NA,NA,non-security
107,bbd07e2c481ac60a82ccddd3ec7bad1308703589,rpm-software-management,rpm,wild,NA,NA,non-security
108,d447ea2f30ec60370ddb99a668e5ac12995f043d,mjg59,linux,wild,NA,NA,non-security
109,79ba34b94170eb517f0dcf634aab7fb1f5708d4b,torvalds,linux,wild,NA,NA,non-security
110,dc73aaa5faeed1574876c918f2124ea237e3907d,MariaDB,server,wild,NA,NA,non-security
111,c7c99012dd68feaebd7f6e0df9251bb62e184e9a,torvalds,linux,wild,NA,NA,non-security
112,a576e6e27d71a894cc8950bfa0d325ba8ebc72f3,ceph,ceph,wild,NA,NA,non-security
113,31b4cd2907322bd56e4090168e4ce8f8dcd17820,torvalds,linux,wild,NA,NA,non-security
114,9b3044b88ebe580883ac20cb5bcf8a3f3e4006f8,torvalds,linux,wild,NA,NA,non-security
115,d6bda6671f8fda961f6cce95e644f6a14fe5bd2a,torvalds,linux,wild,NA,NA,non-security
116,b224d3ff717cc3af91a4ec74d863a176d79331af,torvalds,linux,wild,NA,NA,non-security
117,22e2aee8845170cdbd160a6b4edabc5563b340bd,alandekok,freeradius-server,wild,NA,NA,non-security
118,9f08744ec0b11123a610b82ab0f596e125098ba1,boothj5,profanity,wild,NA,NA,non-security
119,e6c49cfe4d6250568023350f210b0b9a716fcf76,wireshark,wireshark,wild,NA,NA,non-security
120,e347fa5f4271769bc31fb462631c213aa3824588,torvalds,linux,wild,NA,NA,non-security
121,5060d8ec7cfc29dd399b4fe952ba96e7a88aa778,mjg59,linux,wild,NA,NA,non-security
122,41327b3e7344dadf8391549216db4e81deb32b22,mjg59,linux,wild,NA,NA,non-security
123,1ad513604fe9112793b4ae66d873757a8a6d3058,stoth68000,media-tree,wild,NA,NA,non-security
124,34cf0081294513bc734896c9051c20ca6c19c3db,bonzini,qemu,wild,NA,NA,non-security
125,9cdb1efcb6b1b007dcebf823911876b122d0927d,openbsd,src,wild,NA,NA,non-security
126,a5d3cc273a01610cab3f18506d3c7f2aa7e23c35,cyrusimap,cyrus-imapd,wild,NA,NA,non-security
127,1459c0e16d1aef234991ff2bad516404695057db,mjg59,linux,wild,NA,NA,non-security
128,80671bd2a91b81b8e06634e8309ce94df688c42c,mjg59,linux,wild,NA,NA,non-security
129,6e0cd088c01023c02b1e887e02c8b6f3f395344f,stoth68000,media-tree,wild,NA,NA,non-security
130,71f19adfd05e34755a37487c1e8959ab652ab8fc,apache,httpd,wild,NA,NA,non-security
131,f3fffee02e4019e0baaa6fb8988d2ee14dd03402,openbsd,src,wild,NA,NA,non-security
132,cc631c4c6649b0d67114db13386a949426e35dbf,zeromq,zeromq4-x,wild,NA,NA,non-security
133,9092183a73b771c0369b8088dd45e4df254b0269,radare,radare2,wild,NA,NA,non-security
134,0828eddc56d38b70f9a9e5cf7a0050328a90e7a1,stoth68000,media-tree,wild,NA,NA,non-security
135,a7c80ebcac3068b1c3cb27d538d29558c30010c8,torvalds,linux,wild,NA,NA,non-security
136,2b7a521b121ebc16b9137f07ded7874105c9486a,mjg59,linux,wild,NA,NA,non-security
137,3bc2a526439f34acf3e965db80802c0f717a06ec,FFmpeg,FFmpeg,wild,NA,NA,non-security
138,d65174c06f2bf4ff73d1c71960be317b89561c06,stoth68000,media-tree,wild,NA,NA,non-security
139,c0bab19cf5aeb2533e0995a44283088b95a5a531,neovim,neovim,wild,NA,NA,non-security
140,e4f57ace3a8d80f46ad03311d13a25795c083366,ceph,ceph,wild,NA,NA,non-security
141,b357f902bff6811dda91072ab43d1426f10602b2,bonzini,qemu,wild,NA,NA,non-security
142,ee84bdbc2510fa09bd0f67e14d06e69c2626d0f1,bitlbee,bitlbee,wild,NA,NA,non-security
143,29d27b54251fe250f6fe512b7759a1405362ae67,libav,libav,wild,NA,NA,non-security
144,c1b88ad5d57b4b591680e771b03d154cc2784e85,heimdal,heimdal,wild,NA,NA,non-security
145,33365e7a454fd40d30d11bf0d9147e059b22e099,torvalds,linux,wild,NA,NA,non-security
146,9a2e68406cbcb798037e32809f885027fd28afad,flatpak,flatpak,wild,NA,NA,non-security
147,a624bafbf11c098a859dba4118a33605bfd25788,stoth68000,media-tree,wild,NA,NA,non-security
148,70471860ff9f335c60c004d42ebd48945bfa5403,stoth68000,media-tree,wild,NA,NA,non-security
149,33ed6d4a82b7422a0ab2f97f19fc841670da99d4,stoth68000,media-tree,wild,NA,NA,non-security
150,808f912a69557d6c0d59cd8df10360ba56aaa47c,SchedMD,slurm,wild,NA,NA,non-security
151,db11ad2e94c4ca53325ec8c642d727252f5cb8dc,php,php-src,wild,NA,NA,non-security
152,0190ff24e55efd3e02479537c2d91835602fffa3,torvalds,linux,wild,NA,NA,non-security
153,0c692d07842a67d9aa6b8266a80e4ac460a5c1a2,mjg59,linux,wild,NA,NA,non-security
154,f7a56d3ef5a26c029f7b578f95c115d4d25fe103,rawstudio,rawstudio,wild,NA,NA,non-security
155,f8f1cddacf7c7baaa404f537b877b8dd950b9c04,sidhpurwala-huzaifa,FreeRDP,wild,NA,NA,non-security
156,33ea27f66afa9ca3e130bd00c595dca509152fd7,stoth68000,media-tree,wild,NA,NA,non-security
157,d427a7f968a1f966aee3d5b435c228f46f32a987,Exim,exim,wild,NA,NA,non-security
158,47bb4a7615c85f212f061499f04f121d6d625387,dovecot,core,wild,NA,NA,non-security
159,5bf0586078c56f2db22fb84b90dbf80aa46eab7f,sidhpurwala-huzaifa,FreeRDP,wild,NA,NA,non-security
160,78d832f62643ac6209beccbfb29228314423935e,stoth68000,media-tree,wild,NA,NA,non-security
161,435edcc2f821e2498ffbe12851ab11bef89ebd35,jktjkt,trojita,wild,NA,NA,non-security
162,8316982ac06d7d8875dc8738efbb030791dc33bb,mjg59,linux,wild,NA,NA,non-security
163,5224c3a31549f1c056039545b289e1b01ed02f12,torvalds,linux,wild,NA,NA,non-security
164,24e9d0b96dac5503c0b6f034d553030c604228a7,stoth68000,media-tree,wild,NA,NA,non-security
165,e5157e313cd9c2d57f28873318d0bb29c77a9b1a,qemu,qemu,wild,NA,NA,non-security
166,96dabe99cae8a1b5fc645f213eeac928541d3899,torvalds,linux,wild,NA,NA,non-security
167,01073b0846c7c13438ef9b4d62e0747aed2db15d,torvalds,linux,wild,NA,NA,non-security
168,804b3c28a4e4fa1c224571bf76edb534b9c4b1ed,torvalds,linux,wild,NA,NA,non-security
169,9652d4fcfc9c07a726b35efc4ac644d9751b36d7,libav,libav,wild,NA,NA,non-security
170,69ca2d771e4e709c5ae1125858e1246e77ef8b86,torvalds,linux,wild,NA,NA,non-security
171,76c5bcb3941d5b35248c1f4bc05c50e0af2a03e7,torvalds,linux,wild,NA,NA,non-security
172,0d27bc0f8763cb6dd6307dbab7713058dee18b2c,randombit,botan,wild,NA,NA,non-security
173,d831692a1a8e9ceaaa9bb16bb3fc503b7e372558,stoth68000,media-tree,wild,NA,NA,non-security
174,f32e646d82e2883962553e3bd660a9deb2a941cd,FFmpeg,FFmpeg,wild,NA,NA,non-security
175,a5ac7a89e6d8b1e9c73b0c4dc3900553be136514,openbsd,src,wild,NA,NA,non-security
176,911920dc719e1d99d22f58e6bbb18eb36b131550,ZoneMinder,ZoneMinder,wild,NA,NA,non-security
177,4749228f022893faf54a3dbc70796f78b7d4f342,stoth68000,media-tree,wild,NA,NA,non-security
178,10b99ac66e428ec01e726cc714fc7eb3446b5ac9,LocutusOfBorg,ettercap,wild,NA,NA,non-security
179,2a87442c5b9858cbfc43eb17da4331551d578d25,torvalds,linux,wild,NA,NA,non-security
180,376a790970de7e84170ee9360b6ff53ecfa4a1be,qemu,qemu,wild,NA,NA,non-security
181,5b006137f47622dbd4a5aa2ba4010202cbc31667,torvalds,linux,wild,NA,NA,non-security
182,832d0a9130c18b9ee4b671c46763b972eb2a2568,stoth68000,media-tree,wild,NA,NA,non-security
183,eb179d3975c804ad98eaa403425eb6e48cfd3cc2,mjg59,linux,wild,NA,NA,non-security
184,fab25745912a82baa7c9e73f59079108d56b5d26,torvalds,linux,wild,NA,NA,non-security
185,37435bc7bd2233d23eafe3fe99788a5124bc6c24,ntp-project,ntp,wild,NA,NA,non-security
186,84032a58404ccd94b54b33a2e696a15beb9d6880,civetweb,civetweb,wild,NA,NA,non-security
187,636f1fc2ef67ccdeafd8a5b7bd4ad7e1ff8556bc,dovecot,core,wild,NA,NA,non-security
188,40e20d68bb3fb1ce2704c886d597918988d3321d,mjg59,linux,wild,NA,NA,non-security
189,2e539cbdfece9020725f6ea07cdf08825a5fe627,mongodb,mongo,wild,NA,NA,non-security
190,8f50af49f564d4e57c03903ca374109bdc270ea9,stoth68000,media-tree,wild,NA,NA,non-security
191,66f725761716b800a26c996a69b4de8ca56a4435,mono,mono,wild,NA,NA,non-security
192,92ba1401e0f81ea170803045c1ae366bf5d9d87e,bonzini,qemu,wild,NA,NA,non-security
193,ca473d572f0d2d8f547ff787ae67afd489a3f15e,keszybz,systemd,wild,NA,NA,non-security
194,469aa1df95d90a047fa0030ff48fe4a06214fa5d,systemd,systemd,wild,NA,NA,non-security
195,6956d73aaf28d1449bc1222a0b2e997273cbf520,torvalds,linux,wild,NA,NA,non-security
196,fbf219f1c89b15e90ec2db5a3e9636376dc623db,mjg59,linux,wild,NA,NA,non-security
197,95311b478fea4c489603258549c16e5819c4c153,torvalds,linux,wild,NA,NA,non-security
198,36a95bf5cd2c33280282da18eff0180a99cff201,mjg59,linux,wild,NA,NA,non-security
199,f22717fe6c379d3565cfd252c7c2f9b80ca15f97,bagder,curl,wild,NA,NA,non-security
200,52378445da0253d5031590e5e9186ee448dc0b4a,mjg59,linux,wild,NA,NA,non-security
201,a5b36d4b47214e16856fb9c637626f9ac20cf8b2,mpv-player,mpv,wild,NA,NA,non-security
202,28871474440b8a1ddf291deca7e47edf627abb01,luke-jr,bfgminer,wild,NA,NA,non-security
203,961c8667d228ede745aa5166d7f6f6d7dd3c267c,bagder,curl,wild,NA,NA,non-security
204,7813b3db0a9ec77ff1f4b3ee3fb4925848395d59,torvalds,linux,wild,NA,NA,non-security
205,c9bfbb31af7c8428267b34eb9706a621ac219a28,stoth68000,media-tree,wild,NA,NA,non-security
206,f5eecbbef0b7d28b171b3b873e1e4a69aabd7b58,mjg59,linux,wild,NA,NA,non-security
207,e763b793f7e5c09a859fc420eb0de385d80cf636,torvalds,linux,wild,NA,NA,non-security
208,a02920abd3a1de14f041ad2ed49539892dd8d912,alandekok,freeradius-server,wild,NA,NA,non-security
209,44528363914634764107e18fa06489a9598fe3e2,FFmpeg,FFmpeg,wild,NA,NA,non-security
210,e067ee336a9d3f038ffa9699c59f2abec3376bf7,torvalds,linux,wild,NA,NA,non-security
211,14dbd54962f9679b7573f853814b8ff15b6ec407,mjg59,linux,wild,NA,NA,non-security
212,8fec02a73e31407e14986fca67dab48d4f777f0e,mjg59,linux,wild,NA,NA,non-security
213,c10e408a00bb74c39f4f9b817f2b948851513377,mjg59,linux,wild,NA,NA,non-security
214,15ff2c67ab5c45c7382374bc43a5ad218a36045f,mjg59,linux,wild,NA,NA,non-security
215,da17bf4306fd3a52e938b121df82a7baa10eb282,torvalds,linux,wild,NA,NA,non-security
216,d2d9feac6fa9f6fd40e8f251bcfdd9a9a0f421f8,qemu,qemu,wild,NA,NA,non-security
217,427dec5fc84d6d99f433a6eb008e97aea1757cfb,torvalds,linux,wild,NA,NA,non-security
218,b49a8fe52626814968b9a9d27d7ad1cadc5532ed,torvalds,linux,wild,NA,NA,non-security
219,fef88bb0134dfd47b4bd17e668bbb860588dcb39,git,git,wild,NA,NA,non-security
220,5157555d5bb9ab55b6f449e9afb5e128d59fc89b,FreeRDP,FreeRDP,wild,NA,NA,non-security
221,bd7cdbb7fcd135a399ebb855dc9106747ee2e6ba,mjg59,linux,wild,NA,NA,non-security
222,790db7efdbe1536acf1c4f4f95a0316dbda59433,qemu,qemu,wild,NA,NA,non-security
223,7c456589939e739c3f46e6f53da2fb8bb68ad269,znc,znc,wild,NA,NA,non-security
224,a1e80fafc9f0742a1776a0490258cb64912411b0,mjg59,linux,wild,NA,NA,non-security
225,1ded132d4c3442aa3a619c94c245d7b5e0eb9731,torvalds,linux,wild,NA,NA,non-security
226,e8edb92b5ec060761ed6db3e1cd460e3fcbc6c83,libgd,libgd,wild,NA,NA,non-security
227,c8ed99d4f6a8ac03f397877d25428698f461a2af,stoth68000,media-tree,wild,NA,NA,non-security
228,483e5aacdf8d9103c4423b7097c62ea1e6ffe346,wesnoth,wesnoth,wild,NA,NA,non-security
229,2bff57da7f8ebeb63b0dd5c2fb39415ac6ae1cb3,mpv-player,mpv,wild,NA,NA,non-security
230,346da62cc186c4b4b1ac59f87f4482b47a047388,torvalds,linux,wild,NA,NA,non-security
231,3b9d35d744bb5139f9fed57f38c019bb8c7d351c,stoth68000,media-tree,wild,NA,NA,non-security
232,cf8520376c2b752237095f6cd279e5443bd2fffe,torvalds,linux,wild,NA,NA,non-security
233,0cc9d5be1ce186ac82bdbce68389284c9408bb92,acpica,acpica,wild,NA,NA,non-security
234,72fded2067330e9bc7956f0d4dc31bf0f12a768d,root-project,root,wild,NA,NA,non-security
235,d58df9cd788e6fb4962e1c8d5ba7b8b95d639a44,mjg59,linux,wild,NA,NA,non-security
236,f0d1f04f0a2f662b6b617e24d115fddcf6ef8723,mjg59,linux,wild,NA,NA,non-security
237,d52a5b5f1fa40804f681cf9868d4a8f90661bdf3,stoth68000,media-tree,wild,NA,NA,non-security
238,43a9607d86e8fb110b596d300dbaae895c198fed,stoth68000,media-tree,wild,NA,NA,non-security
239,aa72b7b55fcffb1e98eb46c973e9c66ed10005db,openbsd,src,wild,NA,NA,non-security
240,2b19029dd01ec23a10651850288919ea3b254977,unbit,uwsgi,wild,NA,NA,non-security
241,670f56ca5f96b2a78cd964d10767ad0ab0a3e767,mjg59,linux,wild,NA,NA,non-security
242,f65a0922f024d44a73fa113a833e55f4a5033597,mjg59,linux,wild,NA,NA,non-security
243,678ce04b3f7b7af845f77981fd0056845afa37fe,mpv-player,mpv,wild,NA,NA,non-security
244,1d5c137b004a0eb9dcef3eae31f9cf756f6bf131,php,php-src,wild,NA,NA,non-security
245,0795dd3c9031a7151f41838fb8a9970d60e7d864,neovim,neovim,wild,NA,NA,non-security
246,9ce76511b67be8fbcdff36b7e1662e3887bb7377,torvalds,linux,wild,NA,NA,non-security
247,8ecb5abbe18b4273a420479f59b907b15403a64e,torproject,tor,wild,NA,NA,non-security
248,c2a6a5528f3144cf42b8b4d0655106f573f71fae,mjg59,linux,wild,NA,NA,non-security
249,2b6c9610491dfd5c6d136dc4c487bcc44a12cd26,mongodb,mongo,wild,NA,NA,non-security
250,c2894fbf1c15e3f8d33279948758ee830b5c9267,FFmpeg,FFmpeg,wild,NA,NA,non-security
251,af71e0fa2e2156bc680893c7f28a01851b055181,wesnoth,wesnoth,wild,NA,NA,non-security
252,06cd7a874ec6e09d151aeb1fa8600e14f1ff89f6,stoth68000,media-tree,wild,NA,NA,non-security
253,e3b20fe3a09b58d3b8c4cdc43faaf4ffa0b8244b,akrennmair,newsbeuter,wild,NA,NA,non-security
254,22ed79275360a3dbb480e2c510a94c4b817afad2,git,git,wild,NA,NA,non-security
255,7a73401fd07770bba714eefa71ba56f396ea4e6b,dovecot,core,wild,NA,NA,non-security
256,a1bdeefd7bccabb265fa9c74811008a8582c1c7d,mjg59,linux,wild,NA,NA,non-security
257,a0b3df5cf1fc46ad885bbc5c9f56ff0f4877beb5,stoth68000,media-tree,wild,NA,NA,non-security
258,1e6757a92189278c484799ea98fc69bdc528940e,torvalds,linux,wild,NA,NA,non-security
259,a52c9be0b2368168c53460d9ce0c67017b7e1352,heimdal,heimdal,wild,NA,NA,non-security
260,10d6ae8ae8909ac69191c1babd07dad7178db045,openbsd,src,wild,NA,NA,non-security
261,42ea4457aea7aaeddf0c0b06724f297608f5e9d2,torvalds,linux,wild,NA,NA,non-security
262,8f47bc3f318b84886e86fe3e71e37c9a9d3b79d8,lxc,lxc,wild,NA,NA,non-security
263,edad04f9292aac722414651703ab50dcaef4f1d9,varnishcache,varnish-cache,wild,NA,NA,non-security
264,e9f14cb4a0d9518e316d8f03e4b67e46e0215943,radare,radare2,wild,NA,NA,non-security
265,d2ded6e1da2d07ac070888873ddc10999a6d87ba,dovecot,core,wild,NA,NA,non-security
266,aa1c84e8ca7f6f881514b109b9a2468db148045c,torvalds,linux,wild,NA,NA,non-security
267,5168bc4eed4a1c17bdd0dd7b5f48685049ab0cbe,rofl0r,proxychains-ng,wild,NA,NA,non-security
268,a8a1d19e9d00e2ec6f28b89133137390b1d293bd,mjg59,linux,wild,NA,NA,non-security
269,0469c7471e29d4089ed7f09aef88c47a8e8c7f49,mjg59,linux,wild,NA,NA,non-security
